path	doc_type	category	axis	status	title
ADR-0030-search-microservice-architecture.md	adr	explanation	decision/ADR	Accepted	Search microservice — crawler / parser / index /
ADR-0031-ads-and-analytics-microservice-architecture.md	adr	explanation	decision/ADR	Accepted	Ads + Analytics microservice — singleton tenant-ads-gate sourcing, sub-100ms
ADR-0032-dcim-software-for-own-dc-ops.md	adr	explanation	decision/ADR	Proposed	DCIM software for Oyatie-owned DC operations — crates/oya-cloud-dcops-* with
ADR-0034-per-microservice-data-class-overrides.md	adr	explanation	decision/ADR	Accepted	Per-microservice data class overrides — microservice-side hard-deny pack that
ADR-0035-workflow-engine-state-machine-and-dag-hybrid.md	adr	explanation	decision/ADR	Proposed	Workflow engine — hybrid state-machine + DAG (not pure
ADR-0036-plugin-substrate-wasm-and-trust.md	adr	explanation	decision/ADR	Proposed	Plugin substrate — Wasmtime + WASI Preview 2 with
ADR-0037-public-api-stability-tiers-and-deprecation.md	adr	explanation	decision/ADR	Proposed	Public API stability tiers — preview / stable /
ADR-0038-trust-framework-and-dsr-cascade-and-proof-of-erasure.md	adr	explanation	decision/ADR	Proposed	Trust framework — cross-microservice lineage, DSR cascade across all
ADR-0039-supply-chain-security-trivy-cosign-sbom-signed-commits.md	adr	explanation	decision/ADR	Proposed	Supply chain security — Trivy 4-layer scan, Cosign keyless
ADR-0040-progressive-delivery-canary-blue-green-metric-gated-rollback.md	adr	explanation	decision/ADR	Proposed	Progressive delivery — Argo Rollouts canary, blue-green for stateful
ADR-0041-gitops-trunk-based-and-release-branch-cut-at-tag.md	adr	explanation	decision/ADR	Proposed	GitOps — trunk-based development with release branch cut at
ADR-0042-observability-stack-otel-and-in-house-ui.md	adr	explanation	decision/ADR	Superseded	Observability stack — OpenTelemetry SDK + VictoriaMetrics, in-house Leptos
ADR-0043-secrets-management-openbao-and-hsm-per-cell.md	adr	explanation	decision/ADR	Proposed	Secrets management — OpenBao (MPL-2; supersedes Vault BUSL), per-tenant
ADR-0044-service-mesh-istio-ambient-and-envoy-gateway.md	adr	explanation	decision/ADR	Proposed	Service mesh — Istio Ambient mode for east-west, Envoy
ADR-0045-database-tier-strategy.md	adr	explanation	decision/ADR	Proposed	Database tier strategy — PostgreSQL + Citus for OLTP,
ADR-0046-vector-store-strategy.md	adr	explanation	decision/ADR	Superseded	Vector store strategy — pgvector day-1, in-house Rust HNSW/IVF
ADR-0047-search-backend-strategy.md	adr	explanation	decision/ADR	Proposed	Search backend strategy — pgroonga day-1 (LGPL legal isolation),
ADR-0048-korean-morphology-and-multilingual-tokenization.md	adr	explanation	decision/ADR	Proposed	Korean morphology + multilingual tokenization — Tokenizer trait per
ADR-0049-cross-region-replication-and-residency.md	adr	explanation	decision/ADR	Proposed	Cross-region replication + residency — per-pack default residency class,
ADR-0050-automation-first-pipeline.md	adr	explanation	decision/ADR	Proposed	Automation-first pipeline — Google + Amazon doctrine, sccache +
ADR-0051-mobile-and-native-client-strategy.md	adr	explanation	decision/ADR	Accepted	Mobile and Native Client Strategy
ADR-0052-inventory-grit-cutover.md	adr	explanation	decision/ADR	Superseded	Canonical Inventory Ledger for the grit/icm Cutover
ADR-0053-grit-icm-as-sanctioned-primitives.md	adr	explanation	decision/ADR	Accepted	grit + icm + oya-tooling-agent-read as sole sanctioned primitives
ADR-0054-grit-scaffold-claim-pattern.md	adr	explanation	decision/ADR	Deprecated	Resolve new-crate chicken-and-egg via grit scaffold-claim pattern (icm-coordination-lock fallback)
ADR-0055-object-graph-renamed-to-ontology.md	adr	explanation	decision/ADR	Accepted	Object Graph renamed to Ontology
ADR-0056-rust-clean-architecture-bnf.md	adr	explanation	decision/ADR	Accepted	Rust Clean Architecture BNF v4.1 — Flat Microservice Grammar
ADR-0057-cutover-mechanics-rename-plan-v4.md	adr	explanation	decision/ADR	Accepted	Cutover Mechanics — Rename Plan v4 (Hybrid C)
ADR-0058-flat-microservice-catalog.md	adr	explanation	decision/ADR	Accepted	Flat microservice catalog — Product Groups retired
ADR-0059-workflow-ontology-ecosystem-adapter-layer.md	adr	explanation	decision/ADR	Accepted	Workflow + Ontology = ecosystem adapter layer
ADR-0060-bominal-inheritance-precedence.md	adr	explanation	decision/ADR	Accepted	Bominal-inheritance precedence — default inherit Bominal ADRs; session decisions
ADR-0061-application-b2b-unified-shell.md	adr	explanation	decision/ADR	Accepted	Application — B2B unified shell with à-la-carte product enablement
ADR-0062-quality-performance-scalability-bar.md	adr	explanation	decision/ADR	Accepted	Quality/Performance/Scalability bar — industry leaders + hyperscaler scale, mandatory
ADR-0063-documentation-set-coverage.md	adr	explanation	decision/ADR	Accepted	Documentation set coverage — every planned feature ships with
ADR-0064-canonical-base-and-localization-packs.md	adr	explanation	decision/ADR	Accepted	Canonical base + localization packs — pack-pluggable µservice architecture,
ADR-0065-docs-as-leptos-webapp-with-machine-readable-coemit.md	adr	explanation	decision/ADR	Accepted	Documentation as Leptos web pages with machine-readable JSON/YAML/TOML co-emission
ADR-0066-live-code-introspection-docs-portal.md	adr	explanation	decision/ADR	Accepted	Live code-introspection — docs portal reflects realtime project state
ADR-0067-ops-oyatie-com-hyperscaler-operations-console.md	adr	explanation	decision/ADR	Accepted	ops.oyatie.com — the canonical hyperscaler-grade operations console for the
ADR-0069-active-machine-readable-artifact-contract.md	adr	explanation	decision/ADR	Accepted	Active machine-readable artifact contract — 9-capability declaration, knowledge-graph substrate,
ADR-0083-rust-error-handling-tier-decision.md	adr	explanation	decision/ADR	Accepted	Rust Error-Handling Tier Decision — thiserror at libraries /
ADR-0090-hyper-canonical-http-backbone.md	adr	explanation	decision/ADR	Accepted	Hyper canonical HTTP backbone (ADR-tracked LTS extension for hyper
ADR-0091-foundry-write-gate-foundations.md	adr	explanation	decision/ADR	Accepted	Foundry write-gate foundations (Phase 05 contract)
ADR-0092-workspace-dependency-seam-policy.md	adr	explanation	decision/ADR	Accepted	Workspace dependency-seam policy
ADR-0093-latency-budget-reporter-rename.md	adr	explanation	decision/ADR	Accepted	DeadlineMiddleware → LatencyBudgetReporter (honest naming)
ADR-0094-handler-trait-with-associated-error.md	adr	explanation	decision/ADR	Accepted	Handler trait with associated Error type
ADR-0095-tenant-slug-in-tenancy-kernel.md	adr	explanation	decision/ADR	Accepted	TenantSlug centralized in oya-tenancy-kernel
ADR-0096-supervisor-language-rust-not-node.md	adr	explanation	decision/ADR	Accepted	Supervisor Language: Rust, not Node
ADR-0097-foundry-account-adapter-rename-target-slot-last.md	adr	explanation	decision/ADR	Accepted	Rename oya-foundry-account-adapter-* — Layer Token Must Be Last
ADR-0098-supervisor-dep-policy-Y-zero-deps-best-effort-durability.md	adr	explanation	decision/ADR	Accepted	Supervisor Dep-Policy Branch Y: Zero Net-New External Deps +
ADR-0099-cedar-policy-extend-supervisor-capabilities.md	adr	explanation	decision/ADR	Accepted	Cedar Policy Extension: Foundry Supervisor Capabilities at T1–T4
ADR-0100-supervisor-public-contract-lean-a10.md	adr	explanation	decision/ADR	Accepted	Foundry Supervisor Public Contract (Lean-a10)
ADR-0101-supervisor-mountpoint-direct-hyper.md	adr	explanation	decision/ADR	Accepted	Foundry Supervisor Mountpoint (Direct Hyper)
ADR-0102-foundry-settings-template-canonical-rendering.md	adr	explanation	decision/ADR	Accepted	Foundry Settings Template Canonical Rendering
ADR-0103-grit-cutover-inventory.md	adr	explanation	decision/ADR	Accepted	Grit cutover inventory of legacy primitives
ADR-0104-ecosystem-expansion-toolchain-and-adapters.md	adr	explanation	decision/ADR	Accepted	Ecosystem-expansion principle for check-lane + adapter crate reintroduction
ADR-0105-13-layer-enum-and-check-family-patterns.md	adr	explanation	decision/ADR	Accepted	13-value canonical layer enum + check-family + backend-suffix patterns
ADR-0106-rename-application-to-usecase.md	adr	explanation	decision/ADR	Accepted	Rename application layer to usecase (amends ADR-0105)
ADR-0107-tools-implicit-app-convention.md	adr	explanation	decision/ADR	Superseded	tools/ directory canonical-suffix binding (was: implicit app layer —
ADR-0108-sunset-lifecycle-automation.md	adr	explanation	decision/ADR	Accepted	Sunset → deprecation → removal lifecycle automation schema (machine-readable)
ADR-0109-lifecycle-automation-framework.md	adr	explanation	decision/ADR	Accepted	Lifecycle-automation framework (generic kernel + per-lifecycle configs)
ADR-0110-changeset-state-machine.md	adr	explanation	decision/ADR	Superseded	Changeset state machine
ADR-0111-merge-queue-projected-state-fix-at-any-stage.md	adr	explanation	decision/ADR	Proposed	Merge queue: projected-merge-state + fix-at-any-stage
ADR-0112-webhook-driven-foundry-agent-invocation.md	adr	explanation	decision/ADR	Superseded	Webhook-driven Foundry agent invocation
ADR-0113-vcs-orchestrator-end-to-end.md	adr	explanation	decision/ADR	Superseded	VCS orchestrator (oya vcs done) end-to-end
ADR-0114-canary-observability-rollback.md	adr	explanation	decision/ADR	Proposed	Canary observability gate + rollback
ADR-0115-registry-consolidation-flat-singular.md	adr	explanation	decision/ADR	Accepted	Registry consolidation: flat singular registry/
ADR-0116-retire-external-agent-coordination-tooling.md	adr	explanation	decision/ADR	Accepted	Retire external agent-coordination tooling (grit, rtk, icm, vox) in
ADR-0117-repo-hygiene-gitignore-audit-config-and-kyverno-consolidation.md	adr	explanation	decision/ADR	Accepted	Repo hygiene: gitignore .audit/, consolidate kyverno admission
ADR-0118-retire-archive-orphan-fitness-lane.md	adr	explanation	decision/ADR	Accepted	Retire archive-orphan fitness lane
ADR-0119-specs-flat-root-topology.md	adr	explanation	decision/ADR	Accepted	Specs flat-root topology
ADR-0120-rust-first-onprem-tooling-with-paired-uninstall.md	adr	explanation	decision/ADR	Superseded	Rust-first on-prem tooling; every install paired with uninstall
ADR-0121-onprem-k8s-stack-kubeadm-containerd-istio-envoy.md	adr	explanation	decision/ADR	Superseded	On-prem Kubernetes stack — vanilla kubeadm + containerd +
ADR-0122-ontology-crate-rename-from-object-graph.md	adr	explanation	decision/ADR	Accepted	Ontology crate rename — retire "object-graph" naming
ADR-0123-hyperscaler-maturity-claim-gate.md	adr	explanation	decision/ADR	Accepted	Hyperscaler maturity claim gate
ADR-0124-own-merge-queue-webhook-driven.md	adr	explanation	decision/ADR	Superseded	Own merge-queue policy — webhook-driven, GitHub-merge-queue-free
ADR-0128-hyperscaler-architecture-invariants.md	adr	explanation	decision/ADR	Accepted	Hyperscaler architecture invariants — canonical spec + portfolio binding
ADR-0129-changeset-plan-dag-and-honest-claims-gate.md	adr	explanation	decision/ADR	Accepted	ChangeSet Plan DAG and Honest Claims Gate
ADR-0130-deprecate-knowledge-graph-registry-file-migrate-to-ontology.md	adr	explanation	decision/ADR	Accepted	Deprecate registry/knowledge-graph-semantic.json and Migrate to Ontology Type System
ADR-0131-per-microservice-flat-layout.md	adr	explanation	decision/ADR	Accepted	Per-microservice flat layout (universal)
ADR-0132-product-platform-and-bundle-dissolution.md	adr	explanation	decision/ADR	Accepted	No-grouping forward-policy (universal flat catalog)
ADR-0133-industry-best-practice-conformance-program.md	adr	explanation	decision/ADR	Accepted	Industry-best-practice + hyperscaler-grade conformance program
ADR-0134-portfolio-hyperscaler-pattern-remediation-backlog.md	adr	explanation	decision/ADR	Proposed	Portfolio Hyperscaler Pattern Remediation Backlog
ADR-0135-aspirational-enforcement-gate.md	adr	explanation	decision/ADR	Accepted	Aspirational Enforcement Gate
ADR-0136-foundry-as-single-microservice.md	adr	explanation	decision/ADR	Accepted	Foundry as a single µservice (with internal bounded contexts)
ADR-0137-foundry-bounded-contexts.md	adr	explanation	decision/ADR	Accepted	Foundry bounded contexts
ADR-0138-foundry-six-path-deprecation.md	adr	explanation	decision/ADR	Accepted	Foundry six-path deprecation — Strangler migration
ADR-0139-agentic-slo-gated-promotion.md	adr	explanation	decision/ADR	Accepted	Agentic SLO-gated promotion
ADR-0140-cross-cutting-carriers-adapter-exemption.md	adr	explanation	decision/ADR	Superseded	Cross-cutting carriers — adapter-rule exemption
ADR-0141-workflow-ontology-read-path-direct.md	adr	explanation	decision/ADR	Superseded	Workflow + Ontology — read path direct; write path
ADR-0142-crdt-portability-trait.md	adr	explanation	decision/ADR	Accepted	CRDT portability trait + alternate-adapter compile gate
ADR-0143-foundry-per-bc-release-pointer.md	adr	explanation	decision/ADR	Accepted	Foundry per-BC release pointer
ADR-0144-eu-ai-act-graduated-risk-tier-model.md	adr	explanation	decision/ADR	Accepted	EU AI Act graduated risk tier model
ADR-0145-inter-microservice-communication-reform.md	adr	explanation	decision/ADR	Accepted	Inter-microservice communication: hyperscaler shape with opt-in Workflow + Ontology
ADR-0146-container-base-image-distroless-nonroot.md	adr	explanation	decision/ADR	Accepted	Container base image: distroless static-debian12:nonroot
ADR-0147-container-sandboxing-runtime-ladder.md	adr	explanation	decision/ADR	Amended	Container sandboxing runtime ladder
ADR-0148-service-mesh-cilium-ambient-layered.md	adr	explanation	decision/ADR	Accepted	Service-mesh canonical: Cilium L3/L4 + Istio Ambient L7 (layered
ADR-0149-idempotency-keys-canonical.md	adr	explanation	decision/ADR	Accepted	Idempotency Keys Canonical
ADR-0150-cursor-pagination-canonical.md	adr	explanation	decision/ADR	Accepted	Cursor Pagination Canonical
ADR-0151-request-id-propagation.md	adr	explanation	decision/ADR	Accepted	X-Request-Id Propagation
ADR-0152-rpo-rto-canonical.md	adr	explanation	decision/ADR	Accepted	RPO/RTO Canonical (Five-Tier Recovery Model)
ADR-0153-outbox-pattern.md	adr	explanation	decision/ADR	Accepted	Outbox Pattern
ADR-0154-event-schema-versioning.md	adr	explanation	decision/ADR	Accepted	Event Schema Versioning
ADR-0155-per-tenant-resource-quotas.md	adr	explanation	decision/ADR	Accepted	Per-Tenant Resource Quotas
ADR-0156-pii-registry-canonical.md	adr	explanation	decision/ADR	Accepted	PII Registry Canonical (Cross-Cutting Data Classification)
ADR-0157-api-gateway-tier.md	adr	explanation	decision/ADR	Accepted	Dedicated API Gateway Tier (separate from per-µservice rate-limit)
ADR-0158-multi-region-active-active.md	adr	explanation	decision/ADR	Accepted	Per-µservice Multi-Region Disposition (active-active / active-passive / single-region), Sovereign
ADR-0159-feature-flag-substrate.md	adr	explanation	decision/ADR	Accepted	Dedicated Feature-Flag µservice (runtime gradual rollout) separate from ChangeSet
ADR-0160-progressive-delivery-flagger.md	adr	explanation	decision/ADR	Accepted	Progressive Delivery via Flagger 1.x (canary + blue-green +
ADR-0161-csi-storage-class-canonical.md	adr	explanation	decision/ADR	Accepted	CSI Driver + StorageClass Abstraction (canonical naming oya-{pg,s3,redis,object}-{hot,warm,cold}; per-pack
ADR-0162-per-tenant-audit-log-slicing.md	adr	explanation	decision/ADR	Accepted	Per-tenant Audit-Chain Slicing (partition by tenant_id; sovereign-tenant dedicated shard;
ADR-0163-tenant-environment-tiers.md	adr	explanation	decision/ADR	Accepted	Per-tenant Environment Tiers (test / staging / prod), Cell-Isolated,
ADR-0164-sovereign-cloud-air-gapped.md	adr	explanation	decision/ADR	Accepted	Sovereign Cloud / Air-Gapped Deployment (per-pack variant; on-prem registry
ADR-0165-chaos-engineering-substrate.md	adr	explanation	decision/ADR	Accepted	Chaos Engineering Substrate (Chaos Mesh 2.x; SLO-driven nightly drills
ADR-0166-schema-registry.md	adr	explanation	decision/ADR	Accepted	Schema Registry (Apicurio Registry; Confluent-compat API; AsyncAPI 3.x +
ADR-0167-tenant-cli.md	adr	explanation	decision/ADR	Accepted	Tenant-facing CLI binary oya (separate from internal oya-dev-cli)
ADR-0168-public-status-page.md	adr	explanation	decision/ADR	Accepted	Public status page derived from SLO state
ADR-0169-webhook-dlq-retry.md	adr	explanation	decision/ADR	Accepted	Webhook DLQ + exponential-backoff retry (Stripe webhook subscriptions pattern)
ADR-0170-developer-portal.md	adr	explanation	decision/ADR	Superseded	Backstage-style internal developer portal
ADR-0171-multi-cluster-federation.md	adr	explanation	decision/ADR	Accepted	Multi-cluster federation via ArgoCD ApplicationSets + Cluster API
ADR-0172-cqrs-read-replicas.md	adr	explanation	decision/ADR	Accepted	Read replicas + CQRS where appropriate (high-read BCs only,
ADR-0173-vendor-lock-in-avoidance-and-stack-ownership.md	adr	explanation	decision/ADR	Accepted	Vendor lock-in avoidance and stack ownership
ADR-0174-finops-cost-attribution-chargeback.md	adr	explanation	decision/ADR	Accepted	FinOps cost-attribution + chargeback policy
ADR-0175-tenant-lifecycle-workflow.md	adr	explanation	decision/ADR	Accepted	Tenant lifecycle workflow
ADR-0176-brownout-degradation-signal-api.md	adr	explanation	decision/ADR	Accepted	Brown-out + graceful-degradation signal API
ADR-0177-internal-external-api-surface-separation.md	adr	explanation	decision/ADR	Accepted	Internal vs external API surface separation
ADR-0178-layered-throttling-tiers.md	adr	explanation	decision/ADR	Accepted	Layered throttling — per-tenant / per-user / per-IP /
ADR-0179-postgres-connection-pooling-pgcat.md	adr	explanation	decision/ADR	Accepted	Postgres connection pooling canonical: pgcat (Rust pgbouncer-class)
ADR-0180-slo-composition-inheritance-arithmetic.md	adr	explanation	decision/ADR	Accepted	SLO composition + inheritance arithmetic
ADR-0181-container-image-promotion-pipeline.md	adr	explanation	decision/ADR	Accepted	Container image promotion pipeline: dev → staging → prod
ADR-0182-api-gateway-north-south-vs-service-mesh-east-west-separation.md	adr	explanation	decision/ADR	Accepted	API Gateway (north-south) vs Service Mesh (east-west) separation; zero
ADR-0183-policy-engine-separation-cedar-app-authz-kyverno-admission.md	adr	explanation	decision/ADR	Superseded	Kubernetes policy engine separation: Cedar (app authz) vs Kyverno
ADR-0184-storage-tier-layering.md	adr	explanation	decision/ADR	Accepted	Storage tier layering: OLTP / read-replica / cache /
ADR-0185-workflow-studio-client-stack.md	adr	explanation	decision/ADR	Accepted	Workflow Studio client stack: per-surface native rendering; OpenAPI contract
ADR-0186-observability-backplane-layering.md	adr	explanation	decision/ADR	Accepted	Observability backplane layering: collection / storage / query /
ADR-0187-canonical-oidc-idp-zitadel-primary.md	adr	explanation	decision/ADR	Accepted	Canonical OIDC IdP: Zitadel primary; OIDC/SAML/SCIM/Passkeys/WebAuthn first-class
ADR-0188-passkey-webauthn-substrate.md	adr	explanation	decision/ADR	Accepted	Passkey / WebAuthn Level-3 substrate; phishing-resistant first-factor; TOTP fallback;
ADR-0189-step-up-authentication-acr-classes.md	adr	explanation	decision/ADR	Accepted	Step-up authentication ACR classes (routine, elevated, sensitive, critical); ACR-bound
ADR-0190-scim-2-provisioning-enterprise-tenants.md	adr	explanation	decision/ADR	Accepted	SCIM 2.0 inbound provisioning for enterprise tenants; pluggable adapter
ADR-0191-edge-authz-tier-vs-origin-cedar-pdp.md	adr	explanation	decision/ADR	Accepted	Edge authz tier separation: Envoy Gateway edge (IP/rate/WAF/bot/DDoS) vs
ADR-0192-vector-database-canonical-milvus.md	adr	explanation	decision/ADR	Accepted	Vector database canonical: Milvus disaggregated cluster; pgvector adapter only
ADR-0193-olap-analytics-warehouse-clickhouse.md	adr	explanation	decision/ADR	Accepted	OLAP analytics warehouse canonical: ClickHouse 26.3 LTS; tenant-facing analytics,
ADR-0194-tenant-facing-timeseries-timescaledb.md	adr	explanation	decision/ADR	Accepted	Tenant-facing time-series canonical: TimescaleDB 2.26 Community Edition (Apache-2.0) as
ADR-0195-stream-processing-tier.md	adr	explanation	decision/ADR	Accepted	Stream processing tier: ClickHouse Materialized Views + Kafka Engine
ADR-0196-object-storage-canonical-seaweedfs-primary-ceph-scale-up.md	adr	explanation	decision/ADR	Accepted	Object storage canonical: SeaweedFS primary, Ceph RGW scale-up path
ADR-0197-backup-substrate-velero-pgbackrest-restic.md	adr	explanation	decision/ADR	Accepted	Backup substrate: 3-pronged (Velero + pgBackRest + Restic) on
ADR-0198-k8s-node-autoscaling-karpenter.md	adr	explanation	decision/ADR	Accepted	Kubernetes node autoscaling: Karpenter primary, NodePool per workload class
ADR-0199-per-tenant-cost-attribution-finops-substrate.md	adr	explanation	decision/ADR	Accepted	Per-tenant cost attribution + FinOps substrate (OpenCost + FOCUS
ADR-0200-wasm-runtime-canonical-wasmtime.md	adr	explanation	decision/ADR	Accepted	WASM runtime canonical: Wasmtime
ADR-0201-email-transactional-comms-adapter-substrate.md	adr	explanation	decision/ADR	Accepted	Email + transactional comms adapter substrate
ADR-0202-gitops-iac-cluster-lifecycle-three-tier.md	adr	explanation	decision/ADR	Accepted	GitOps + IaC + Cluster lifecycle: three-tier separation
ADR-0203-documentation-engine-three-tier.md	adr	explanation	decision/ADR	Accepted	Documentation engine: three-tier separation
ADR-0204-workflow-studio-canvas-library.md	adr	explanation	decision/ADR	Accepted	Workflow Studio canvas / node-editor library: svelte-flow (Phase 1)
ADR-0205-code-editor-canonical-codemirror.md	adr	explanation	decision/ADR	Accepted	Code editor canonical: CodeMirror 6 (web) + native text
ADR-0206-i18n-substrate-fluent-icu.md	adr	explanation	decision/ADR	Accepted	i18n substrate: Fluent (Mozilla) as source-of-truth + ICU MessageFormat
ADR-0207-accessibility-wcag-2-2-aa.md	adr	explanation	decision/ADR	Accepted	Accessibility bar: WCAG 2.2 AA mandated; AAA on regulated
ADR-0208-realtime-transport-tier.md	adr	explanation	decision/ADR	Accepted	Realtime transport tier: SSE / WebSocket / gRPC streaming
ADR-0209-compliance-evidence-automation.md	adr	explanation	decision/ADR	Accepted	Compliance evidence automation: in-house pipeline replacing Drata / Vanta
ADR-0210-otel-tail-sampling.md	adr	explanation	decision/ADR	Accepted	OpenTelemetry tail-sampling: 100% error / p99 / new-endpoint traces
ADR-0211-in-house-tech-stack-policy.md	adr	explanation	decision/ADR	Accepted	In-House Tech Stack Policy
ADR-0212-buildability-doctrine.md	adr	explanation	decision/ADR	Accepted	Buildability Doctrine
ADR-0213-ecosystem-as-a-service-architecture.md	adr	explanation	decision/ADR	Proposed	Ecosystem-as-a-Service architecture — Plugin/App Store substrate
ADR-0214-cross-tenant-real-time-visibility.md	adr	explanation	decision/ADR	Proposed	Cross-Tenant Real-Time Visibility (Consent-Graph + Ontology Projection Extension)
ADR-0215-multi-context-platform-architecture.md	adr	explanation	decision/ADR	Accepted	Multi-Context Platform Architecture
ADR-0216-open-integration-and-migration-out-policy.md	adr	explanation	decision/ADR	Accepted	Open Integration and Migration-Out Policy
ADR-0217-vertical-slice-rollout-order.md	adr	explanation	decision/ADR	Accepted	Service Packaging Rollout Order
ADR-0218-tenant-granular-control-surface.md	adr	explanation	decision/ADR	Accepted	Tenant Granular Control Surface
ADR-0219-no-code-first-ux-with-optional-ai-assist.md	adr	explanation	decision/ADR	Accepted	No-Code-First UX with Optional AI-Assist
ADR-0220-consumer-intelligence-substrate.md	adr	explanation	decision/ADR	Accepted	Consumer Intelligence Substrate
ADR-0221-agentic-development-pipeline-hardening.md	adr	explanation	decision/ADR	Accepted	Agentic Development Pipeline Hardening
ADR-0222-saga-compensation-portfolio-policy.md	adr	explanation	decision/ADR	Accepted	Saga + compensating-transaction portfolio policy
ADR-0223-oya-git-drop-in-surface-with-explicit-policy-verbs.md	adr	explanation	decision/ADR	Accepted	oya git drop-in surface with explicit policy verbs
ADR-0234-connect-social-expansion-planning-contract.md	adr	explanation	decision/ADR	Accepted	Social Expansion Planning Contract
ADR-0235-connect-core-public-contracts.md	adr	explanation	decision/ADR	Accepted	Core Public Contracts
ADR-0236-op11-corpus-remediation-planning-contract.md	adr	explanation	decision/ADR	Proposed	OP-11 Corpus Remediation Planning Contract
ADR-0237-connect-dissolution-strangler-migration.md	adr	explanation	decision/ADR	Accepted	dissolution — Strangler-pattern migration
ADR-0238-connect-super-app-expansion.md	adr	explanation	decision/ADR	Accepted	super-app expansion into 8 flat µservices
ADR-0239-amendment-foundry-internal-scope-clarification-2026-05-18.md	adr	explanation	decision/ADR	Accepted	Foundry Scope Clarification (Internal-Only Amendment)
ADR-0240-sovereign-cloud-per-regional-pack.md	adr	explanation	decision/ADR	Accepted	Sovereign cloud per regional pack
ADR-0241-dr-business-continuity-portfolio-policy.md	adr	explanation	decision/ADR	Accepted	DR + business-continuity portfolio policy
