path	doc_type	category	axis	status	title
/Users/jasonlee/Developer/source/docs/agents/AGENT-ICM-TOPIC-CONVENTIONS.md	governance	explanation	governance/compliance	likely-stale	doc_class: AgentIcmTopicConventions
/Users/jasonlee/Developer/source/docs/agents/AGENT-TOOL-PROTOCOL.md	governance	explanation	governance/compliance	current	Agent Tool Protocol
/Users/jasonlee/Developer/source/docs/agents/CROSS-REFERENCE-INDEX.md	reference	reference	governance/compliance	likely-stale	Cross-Reference Index
/Users/jasonlee/Developer/source/docs/agents/ESCALATION-MATRIX.md	runbook	how-to	operations/runbook	current	Escalation Matrix
/Users/jasonlee/Developer/source/docs/agents/HUMAN-OPERATOR-GUIDE.md	guide	how-to	governance/compliance	likely-stale	Human Operator Guide
/Users/jasonlee/Developer/source/docs/agents/INDEX.md	index	reference	governance/compliance	current	Agent Kickoff INDEX
/Users/jasonlee/Developer/source/docs/api/audit-chain-api-reference.md	reference	reference	spec/contract	current	audit-chain API Reference
/Users/jasonlee/Developer/source/docs/api/drive-api-reference.md	reference	reference	spec/contract	current	drive API Reference
/Users/jasonlee/Developer/source/docs/api/governance-api-reference.md	reference	reference	spec/contract	current	governance API Reference
/Users/jasonlee/Developer/source/docs/api/intelligence-api-reference.md	reference	reference	spec/contract	current	intelligence API Reference
/Users/jasonlee/Developer/source/docs/api/messenger-api-reference.md	reference	reference	spec/contract	current	messenger API Reference
/Users/jasonlee/Developer/source/docs/api/ontology-api-reference.md	reference	reference	spec/contract	current	ontology API Reference
/Users/jasonlee/Developer/source/docs/api/payments-api-reference.md	reference	reference	spec/contract	current	payments API Reference
/Users/jasonlee/Developer/source/docs/api/workflow-studio-api-reference.md	reference	reference	spec/contract	current	workflow-studio API Reference
/Users/jasonlee/Developer/source/docs/automation/adr-index-pipeline.md	adr	explanation	decision/ADR	likely-stale	Pipeline: ADR-INDEX auto-generation
/Users/jasonlee/Developer/source/docs/automation/architecture-map-kernel-spec.md	spec	reference	operations/runbook	likely-stale	Visualization spec: `oya-intelligence-architecture-map-kernel`
/Users/jasonlee/Developer/source/docs/automation/audit-chain-map-spec.md	spec	reference	operations/runbook	likely-stale	Visualization spec: audit-chain map
/Users/jasonlee/Developer/source/docs/automation/changelog-pipeline.md	spec	reference	operations/runbook	likely-stale	Pipeline: CHANGELOG row auto-emission
/Users/jasonlee/Developer/source/docs/automation/cross-reference-index-spec.md	spec	reference	operations/runbook	likely-stale	Discipline: cross-reference index
/Users/jasonlee/Developer/source/docs/automation/dependency-graph-spec.md	spec	reference	operations/runbook	likely-stale	Visualization spec: dependency graph (plan-DAG)
/Users/jasonlee/Developer/source/docs/automation/doc-freshness-discipline.md	spec	reference	operations/runbook	likely-stale	Discipline: doc freshness
/Users/jasonlee/Developer/source/docs/automation/fitness-lane-reports-pipeline.md	spec	reference	operations/runbook	likely-stale	Pipeline: fitness-lane report rollup
/Users/jasonlee/Developer/source/docs/automation/glossary-pipeline.md	spec	reference	operations/runbook	likely-stale	Pipeline: GLOSSARY.md auto-derivation
/Users/jasonlee/Developer/source/docs/automation/INDEX.md	index	reference	operations/runbook	likely-stale	Oyatie Automation Pipeline Catalogue
/Users/jasonlee/Developer/source/docs/automation/openapi-pipeline.md	spec	reference	operations/runbook	likely-stale	Pipeline: OpenAPI auto-publish
/Users/jasonlee/Developer/source/docs/automation/orphan-detection-discipline.md	spec	reference	operations/runbook	likely-stale	Discipline: orphan detection
/Users/jasonlee/Developer/source/docs/automation/product-map-spec.md	spec	reference	operations/runbook	likely-stale	Visualization spec: product map
/Users/jasonlee/Developer/source/docs/automation/roadmap-visualization-spec.md	spec	reference	operations/runbook	likely-stale	Visualization spec: roadmap (Mermaid Gantt)
/Users/jasonlee/Developer/source/docs/automation/runbook-freshness-pipeline.md	spec	reference	operations/runbook	likely-stale	Pipeline: runbook freshness + auto-refresh-PR
/Users/jasonlee/Developer/source/docs/automation/rustdoc-pipeline.md	spec	reference	operations/runbook	likely-stale	Pipeline: rustdoc auto-publish
/Users/jasonlee/Developer/source/docs/automation/schema-doc-pipeline.md	spec	reference	operations/runbook	likely-stale	Pipeline: schema-doc / data-class catalogue auto-generation
/Users/jasonlee/Developer/source/docs/automation/service-map-spec.md	spec	reference	operations/runbook	likely-stale	Visualization spec: service map
/Users/jasonlee/Developer/source/docs/automation/tech-stack-map-spec.md	spec	reference	operations/runbook	likely-stale	Visualization spec: tech-stack map
/Users/jasonlee/Developer/source/docs/bootstrap.md	guide	how-to	governance/compliance	current	Contributor Bootstrap
/Users/jasonlee/Developer/source/docs/buck2-native-ffi-investigation.md	research	explanation	research	current	Buck2 Native-FFI Investigation Notes
/Users/jasonlee/Developer/source/docs/CHANGELOG.md	changelog	reference	index/meta	likely-stale	Oyatie — Canonical Docs Changelog
/Users/jasonlee/Developer/source/templates/checklists/adr-promotion.md	adr	explanation	decision/ADR	current	Oyatie Checklist — Adr Promotion
/Users/jasonlee/Developer/source/templates/checklists/agent-completion-checklist.md	reference	reference	governance/compliance	likely-stale	Agent Completion Checklist
/Users/jasonlee/Developer/source/templates/checklists/agent-kickoff-checklist.md	reference	reference	governance/compliance	likely-stale	Agent Kickoff Checklist
/Users/jasonlee/Developer/source/templates/checklists/audit-readiness.md	reference	reference	governance/compliance	likely-stale	Checklist: Audit Readiness
/Users/jasonlee/Developer/source/templates/checklists/brand-rename-batch.md	reference	reference	governance/compliance	current	Oyatie Checklist — Brand Rename Batch
/Users/jasonlee/Developer/source/templates/checklists/build-vs-buy.md	reference	reference	governance/compliance	current	Checklist: Build-vs-Buy Decision
/Users/jasonlee/Developer/source/templates/checklists/cross-axis-contract-change-checklist.md	reference	reference	governance/compliance	likely-stale	Cross-Axis Contract Change Checklist
/Users/jasonlee/Developer/source/templates/checklists/cross-axis-contract-change.md	reference	reference	governance/compliance	current	Oyatie Checklist — Cross Axis Contract Change
/Users/jasonlee/Developer/source/templates/checklists/doc-freshness-checklist.md	reference	reference	governance/compliance	likely-stale	Doc Freshness Checklist
/Users/jasonlee/Developer/source/templates/checklists/done-definition-checklist.md	reference	reference	governance/compliance	likely-stale	Done-Definition Checklist
/Users/jasonlee/Developer/source/templates/checklists/dsr-cascade.md	reference	reference	governance/compliance	likely-stale	Checklist: DSR Cascade Execution
/Users/jasonlee/Developer/source/templates/checklists/escalation-checklist.md	reference	reference	governance/compliance	likely-stale	Escalation Checklist (BLOCKED_ON_HUMAN_ORCHESTRATOR)
/Users/jasonlee/Developer/source/templates/checklists/foundation-bypass-renewal.md	reference	reference	governance/compliance	current	Oyatie Checklist — Foundation Bypass Renewal
/Users/jasonlee/Developer/source/templates/checklists/foundry-capability-publishing.md	reference	reference	governance/compliance	likely-stale	Checklist: Foundry capability publishing
/Users/jasonlee/Developer/source/templates/checklists/incident-response.md	reference	reference	governance/compliance	current	Checklist: Incident Response
/Users/jasonlee/Developer/source/templates/checklists/inventory-update-checklist.md	reference	reference	governance/compliance	likely-stale	Inventory Update Checklist
/Users/jasonlee/Developer/source/templates/checklists/legacy-adr-deletion.md	reference	reference	governance/compliance	current	Checklist: Legacy ADR Deletion (one-time, 2026-05-09)
/Users/jasonlee/Developer/source/templates/checklists/license-tier-review.md	reference	reference	governance/compliance	current	Oyatie Checklist — License Tier Review
/Users/jasonlee/Developer/source/templates/checklists/new-team-onboarding.md	reference	reference	governance/compliance	current	Oyatie Checklist — New Team Onboarding
/Users/jasonlee/Developer/source/templates/checklists/per-implementation-plan-checklist.md	reference	reference	governance/compliance	current	Per-IP Completion Checklist
/Users/jasonlee/Developer/source/templates/checklists/per-phase-completion-checklist.md	reference	reference	governance/compliance	current	Per-Phase Completion Checklist
/Users/jasonlee/Developer/source/templates/checklists/pr-review-checklist.md	reference	reference	governance/compliance	likely-stale	PR Review Checklist
/Users/jasonlee/Developer/source/templates/checklists/pre-flight-checklist.md	reference	reference	governance/compliance	current	Pre-flight Checklist
/Users/jasonlee/Developer/source/templates/checklists/pre-merge.md	reference	reference	governance/compliance	likely-stale	Checklist: Pre-merge
/Users/jasonlee/Developer/source/templates/checklists/pre-push.md	reference	reference	governance/compliance	likely-stale	Checklist: Pre-push
/Users/jasonlee/Developer/source/templates/checklists/regional-pack-onboarding.md	reference	reference	governance/compliance	likely-stale	Checklist: Regional Pack Onboarding
/Users/jasonlee/Developer/source/templates/checklists/release-readiness-checklist.md	reference	reference	governance/compliance	likely-stale	Release Readiness Checklist (wave-gate)
/Users/jasonlee/Developer/source/templates/checklists/tenant-onboarding.md	reference	reference	governance/compliance	current	Oyatie Checklist — Tenant Onboarding
/Users/jasonlee/Developer/source/templates/checklists/trust-portal-publish.md	reference	reference	governance/compliance	current	Oyatie Checklist — Trust Portal Publish
/Users/jasonlee/Developer/source/templates/checklists/vertical-onboarding.md	reference	reference	governance/compliance	likely-stale	Checklist: Vertical Onboarding
/Users/jasonlee/Developer/source/templates/checklists/wave-gate.md	reference	reference	governance/compliance	likely-stale	Checklist: Wave-gate passing
/Users/jasonlee/Developer/source/docs/ci/forge-of-record.md	spec	reference	spec/contract	likely-stale	Forge of Record — CI Gating (ADR-0363)
/Users/jasonlee/Developer/source/docs/COMPETITIVE-GAP-ANALYSIS.md	governance	explanation	product	likely-stale	Oyatie — Competitive Gap Analysis
/Users/jasonlee/Developer/source/docs/COMPLIANCE-MATRIX.md	governance	explanation	governance/compliance	likely-stale	Oyatie — Compliance Matrix
/Users/jasonlee/Developer/source/docs/CONTRADICTION-LEDGER.md	governance	explanation	governance/compliance	likely-stale	Oyatie — Contradiction Ledger
/Users/jasonlee/Developer/source/docs/customer-success/demo-scripts/agentic-workflow-studio-demo.md	guide	tutorial	product	current	Agentic Workflow Studio Demo
/Users/jasonlee/Developer/source/docs/customer-success/demo-scripts/compliance-pack-activation-demo.md	guide	tutorial	product	current	Compliance Pack Activation Demo
/Users/jasonlee/Developer/source/docs/customer-success/demo-scripts/conglomerate-tenant-demo.md	guide	tutorial	product	current	Conglomerate Tenant Demo
/Users/jasonlee/Developer/source/docs/customer-success/demo-scripts/financial-services-vertical-demo.md	guide	tutorial	product	current	Financial Services Vertical Demo
/Users/jasonlee/Developer/source/docs/customer-success/demo-scripts/fortune-500-erp-replacement-demo.md	guide	tutorial	product	current	Fortune 500 ERP Replacement Demo
/Users/jasonlee/Developer/source/docs/customer-success/demo-scripts/healthcare-system-demo.md	guide	tutorial	product	current	Healthcare System Demo
/Users/jasonlee/Developer/source/docs/customer-success/demo-scripts/mid-market-crm-replacement-demo.md	guide	tutorial	product	current	Mid-Market CRM Replacement Demo
/Users/jasonlee/Developer/source/docs/customer-success/demo-scripts/unified-ecosystem-thesis-demo.md	guide	tutorial	product	current	Unified Ecosystem Thesis Demo
/Users/jasonlee/Developer/source/docs/DESIGN.md	architecture	explanation	architecture	likely-stale	Oyatie — Architecture & Design Document (DESIGN)
/Users/jasonlee/Developer/source/docs/DOC-CATALOG.md	index	reference	index/meta	likely-stale	Doc Catalog & Update Protocol
/Users/jasonlee/Developer/source/docs/DOC-COVERAGE.md	index	reference	index/meta	likely-stale	Documentation Set Coverage Matrix
/Users/jasonlee/Developer/source/docs/DOC-UPDATE-PROTOCOL.md	governance	explanation	index/meta	likely-stale	Oyatie — Doc Update Protocol
/Users/jasonlee/Developer/source/docs/DOCUMENTATION.md	governance	explanation	index/meta	likely-stale	Oyatie — Documentation System
/Users/jasonlee/Developer/source/docs/FINOPS-PLAN.md	governance	explanation	product	likely-stale	Oyatie — FinOps Plan
/Users/jasonlee/Developer/source/docs/foundry/foundry-pipeline-substrate-checkpoint-2026-05-20.md	spec	reference	cloud-substrate	likely-stale	Foundry Pipeline Substrate Documentation Checkpoint
/Users/jasonlee/Developer/source/docs/foundry/supervisor/architecture.md	architecture	explanation	architecture	likely-stale	Foundry Supervisor Architecture
/Users/jasonlee/Developer/source/docs/foundry/supervisor/operations.md	runbook	how-to	operations/runbook	likely-stale	Foundry Supervisor Operations
/Users/jasonlee/Developer/source/docs/foundry/supervisor/README.md	index	reference	cloud-substrate	likely-stale	Foundry Supervisor
/Users/jasonlee/Developer/source/docs/foundry/supervisor/sample-payloads.md	reference	reference	cloud-substrate	likely-stale	Foundry Supervisor Sample Payloads
/Users/jasonlee/Developer/source/docs/foundry/supervisor/security.md	reference	reference	cloud-substrate	likely-stale	Foundry Supervisor Security
/Users/jasonlee/Developer/source/docs/GLOSSARY.md	reference	reference	index/meta	likely-stale	Oyatie — Glossary, Vocabulary, Conventions
/Users/jasonlee/Developer/source/docs/GTM-PLAN.md	governance	explanation	product	likely-stale	Oyatie — Go-to-Market Plan
/Users/jasonlee/Developer/source/docs/gtm/customer-success-quarterly-business-review-template.md	runbook	how-to	operations/runbook	likely-stale	Customer Success Quarterly Business Review Template
/Users/jasonlee/Developer/source/docs/gtm/expansion-and-upsell-playbook.md	runbook	how-to	operations/runbook	likely-stale	Expansion and Upsell Playbook
/Users/jasonlee/Developer/source/docs/gtm/migration-from-incumbent-playbook.md	runbook	how-to	operations/runbook	current	Migration From Incumbent Playbook
/Users/jasonlee/Developer/source/docs/gtm/solutions-engineering-runbook.md	runbook	how-to	operations/runbook	likely-stale	Solutions Engineering Runbook
/Users/jasonlee/Developer/source/docs/gtm/tenant-onboarding-90-day-program.md	runbook	how-to	operations/runbook	likely-stale	Tenant Onboarding 90-Day Program
/Users/jasonlee/Developer/source/docs/gtm/tenant-prospect-to-active-stages.md	runbook	how-to	operations/runbook	likely-stale	Tenant Prospect-to-Active Stages
/Users/jasonlee/Developer/source/docs/harness/feature-currency-2026-05.md	reference	reference	operations/runbook	current	Agent-harness feature currency — 2026-05
/Users/jasonlee/Developer/source/docs/HIRING-CAPACITY-PLAN.md	governance	explanation	product	likely-stale	Oyatie — Hiring + Capacity Plan
/Users/jasonlee/Developer/source/docs/ideas/affected-gated-migration-engine.md	research	explanation	research	likely-stale	Affected-Gated Migration Engine ("Sweep")
/Users/jasonlee/Developer/source/docs/ideas/agent-execution-controller.md	research	explanation	research	likely-stale	Agent-Execution Controller (pod-runner + work-item + evidence-bundle)
/Users/jasonlee/Developer/source/docs/ideas/agentic-slo-gated-promotion.md	research	explanation	research	likely-stale	Agentic SLO-Gated Promotion (dev → staging → production)
/Users/jasonlee/Developer/source/docs/ideas/archive/cloud-intelligence-bedrock-on-talos-2026-05-28.md	research	explanation	research	likely-stale	cloud-intelligence: Bedrock-on-Talos pattern as a cloud primitive
/Users/jasonlee/Developer/source/docs/ideas/archive/cloud-intelligence-v1-pipeline-2026-05-28.md	research	explanation	research	likely-stale	cloud-intelligence v1 — the request pipeline
/Users/jasonlee/Developer/source/docs/ideas/archive/n-lane-parallel-safety-and-unified-devops-console-2026-05-28.md	research	explanation	research	likely-stale	N-lane parallel safety proof and unified DevOps console
/Users/jasonlee/Developer/source/docs/ideas/buck2-native-ci-gate.md	research	explanation	research	likely-stale	Buck2-Native CI Gate (Hyperscaler Structure)
/Users/jasonlee/Developer/source/docs/ideas/build-ci-pipeline-review.md	research	explanation	research	likely-stale	Build + Gate + CI/CD Pipeline — Refined Target Architecture (idea-refine)
/Users/jasonlee/Developer/source/docs/ideas/cicd-pipeline-revamp.md	research	explanation	research	likely-stale	CI/CD Pipeline Revamp — Jenkins-native, license-clean, hyperscaler-grade
/Users/jasonlee/Developer/source/docs/ideas/cloud-intelligence-best-of-both.md	research	explanation	research	current	Agent-dispatch cloud-intelligence gateway — best-of-both design (gpt-load + one-api)
/Users/jasonlee/Developer/source/docs/ideas/cloud-intelligence-oauth-subscription-pool.md	research	explanation	research	likely-stale	cloud-intelligence OAuth subscription-pool — idea-refine one-pager
/Users/jasonlee/Developer/source/docs/ideas/hyperscaler-gap-closure-plan.md	research	explanation	research	current	Hyperscaler Gap-Closure Plan (M01-observability + repo-restructure)
/Users/jasonlee/Developer/source/docs/ideas/hyperscaler-practices-to-adopt.md	research	explanation	research	likely-stale	Hyperscaler practices to adopt — backlog (2026-05-26 research)
/Users/jasonlee/Developer/source/docs/ideas/nativelink-remote-cache-first.md	research	explanation	research	current	NativeLink Remote-Cache-First on Talos
/Users/jasonlee/Developer/source/docs/ideas/oya-ci-bespoke-prow.md	research	explanation	research	likely-stale	oya-ci — Bespoke-Rust Prow (GitHub-native CI/CD platform)
/Users/jasonlee/Developer/source/docs/ideas/pipeline-optimization.md	research	explanation	research	likely-stale	Pipeline Optimization — sharper, cheaper, higher-confidence CI/CD
/Users/jasonlee/Developer/source/docs/ideas/planning-ssot-consolidation.md	research	explanation	research	current	Planning SSOT Consolidation (Task #50 — the last cutover step)
/Users/jasonlee/Developer/source/docs/ideas/planning-ssot-drift-prevention.md	research	explanation	research	current	Planning SSOT — Drift Prevention
/Users/jasonlee/Developer/source/docs/ideas/post-cutover-program.md	research	explanation	research	likely-stale	Post-Cutover Program: Substrate → Colocation → First Real Service
/Users/jasonlee/Developer/source/docs/ideas/single-bootstrap-omni-talos.md	research	explanation	research	likely-stale	Single-Bootstrap Omni-Managed Talos Platform
/Users/jasonlee/Developer/source/docs/implementation-plans/IP-INTEL-MIGRATE-CANONICAL.md	other	explanation	research	likely-stale	IP-INTEL-MIGRATE-CANONICAL — Migrate `microservices/intelligence/` to hyperscaler single-c
/Users/jasonlee/Developer/source/docs/INCIDENT-MANAGEMENT.md	governance	explanation	governance/compliance	likely-stale	Oyatie — Incident Management
/Users/jasonlee/Developer/source/docs/INTERNATIONALIZATION.md	governance	explanation	governance/compliance	current	Oyatie — Internationalization (i18n)
/Users/jasonlee/Developer/source/docs/investor/ask-and-use-of-funds.md	other	reference	product	current	Ask and Use of Funds
/Users/jasonlee/Developer/source/docs/investor/company-overview-deck.md	other	reference	product	likely-stale	Oyatie Company Overview Deck
/Users/jasonlee/Developer/source/docs/investor/competitive-landscape-and-positioning.md	other	reference	product	likely-stale	Competitive Landscape and Positioning
/Users/jasonlee/Developer/source/docs/investor/market-sizing-tam-sam-som.md	other	reference	product	likely-stale	Market Sizing: TAM, SAM, SOM
/Users/jasonlee/Developer/source/docs/investor/moat-and-defensibility.md	other	reference	product	likely-stale	Moat and Defensibility
/Users/jasonlee/Developer/source/docs/investor/unit-economics-and-pricing-model.md	other	reference	product	current	Unit Economics and Pricing Model
/Users/jasonlee/Developer/source/docs/LEGAL-IP-LEDGER.md	governance	explanation	governance/compliance	current	Oyatie — Legal + IP Ledger
/Users/jasonlee/Developer/source/docs/localization-packs/INDEX.md	index	reference	product	current	Localization Pack Catalog
/Users/jasonlee/Developer/source/docs/localization-packs/kr.md	reference	reference	product	likely-stale	Korea Localization Pack (`kr`) — Pack #1 (planning-closed, foundational)
/Users/jasonlee/Developer/source/docs/localization-packs/kr/evidence/application.md	reference	reference	product	current	KR FD-001 Evidence — Application shell and Enterprise/SMB KR entry flows
/Users/jasonlee/Developer/source/docs/localization-packs/kr/evidence/cloud-iac.md	reference	reference	product	current	KR FD-001 Evidence — Cloud IaC KR residency and portable deployment hooks
/Users/jasonlee/Developer/source/docs/localization-packs/kr/evidence/cloud-k8s.md	reference	reference	product	current	KR FD-001 Evidence — Cloud Kubernetes KR operational flow hooks
/Users/jasonlee/Developer/source/docs/localization-packs/kr/evidence/cloud-secrets.md	reference	reference	product	current	KR FD-001 Evidence — Cloud Secrets KR privacy and key-management hooks
/Users/jasonlee/Developer/source/docs/localization-packs/kr/evidence/community.md	reference	reference	product	current	KR FD-001 Evidence — Community KR localization and public trust handoffs
/Users/jasonlee/Developer/source/docs/localization-packs/kr/evidence/foundry.md	reference	reference	product	likely-stale	KR FD-001 Evidence — Foundry KR evidence automation and audit-pack hooks
/Users/jasonlee/Developer/source/docs/localization-packs/kr/evidence/mail.md	reference	reference	product	current	KR FD-001 Evidence — Mail KR communication retention and document handoff hooks
/Users/jasonlee/Developer/source/docs/localization-packs/kr/evidence/messenger.md	reference	reference	product	current	KR FD-001 Evidence — Messenger KR communication retention and localization hooks
/Users/jasonlee/Developer/source/docs/localization-packs/kr/evidence/ontology.md	reference	reference	product	current	KR FD-001 Evidence — Ontology KR semantic adapter boundaries
/Users/jasonlee/Developer/source/docs/localization-packs/kr/evidence/ops-dashboard-control-center.md	reference	reference	product	current	KR FD-001 Evidence — Ops Dashboard and Control Center KR escalation evidence
